entry_id,country,participating_adults,non_participating_adults,participating_juniors,non_participating_juniors,booking_entry,stay_accomodation,event_organisation_rating,organisation_comments,course_planning_rating,planning_comments,social_programme_rating,programme_comments,event_comments,livestream_awareness,livestream_rating,website_provision_rating,event_info_rating,followed_via_social,social_media_content,improvement_comments,authority,transport_to_area,overnight_stay_location,transport_to_event,age,total_people,longitude,latitude
510,Scotland,1,1,0,0,Average,hotel/B&B,Good,NA,Average,All excellent except day 4. We did not find day 4 either technically challenging or interesting. There were dog legs and too much on paths and no reason to avoid the paths.,Average,NA,NA,Yes,NA,Good,Good,No,NA,NA,NA,car,stanley,car,> 60,2,NA,NA
511,Other UK,2,0,0,0,Very easy,self-catered,Excellent,"I felt that on certain days the layout of the race arena's were less conducive to a good atmosphere, or created logistical problems. This was specifically the case where there were multiple areas, splitting club tents, catering, traders and the run-in into separate areas. Particularly problematic on the last day with the download tent away from the club tents.",Good,"Generally made very good use of the areas available, with always some variability. The shorter course sometimes suffered when there were multiple enforced crossing points on a course, creating a feeling of completing a few 'technical' controls, followed by dead running to a crossing point, splitting the course into discrete sectors.",Not interested in social programme,NA,"Whilst best use of the available areas should be made, I would prefer fewer middle distance races, as when running on a short course, these do end up feeling very short, and therefore not necessarily the best value for money given all of the associated expenses.",Yes,NA,Good,Good,No,NA,NA,NA,car,aberfeldy,car,41-60,2,NA,NA
512,Other Europe,0,1,0,3,Average,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,crieff,car,> 60,3,NA,NA
513,Scotland,1,1,0,0,Very easy,self-catered,Good,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,No,NA,NA,NA,car,comrie,cycle,41-60,2,NA,NA
514,Other UK,4,0,0,0,Very easy,self-catered,Excellent,The remote finish on day 2 caused some difficulty with our younger grandchild who was to young to go back on his own.,Excellent,Very enjoyable terrain and courses. Had a wonderful time even in the grot.,Not interested in social programme,NA,NA,Yes,Good,Average,Average,No,NA,we have not got a smart phone and could not access wifi on the field with our ipad. felt left out without the printed news sheet. could we not have had a printed news sheet on one of the results boards,NA,car,comrie,car,> 60,4,NA,NA
515,Scotland,8,5,3,4,Very easy,self-catered,Excellent,"Event campsite provision was good, but not without issues. Contracting out to an existing permanent campsite is a good idea. However, washing up facilities were inadequate - 3 sinks. Not having marked pitches for camping led to a bit of a free for all as campers came and went during the week. We pitched a small tent to reserve our campervan pitch but still experienced inadvertent encroachment. There was insufficient mown grass area available. As later arrivals we had to make do with rough pasture including thistles etc.  The dog ban on Day 4 was disappointing and meant that only one of our party was able to compete on that day. More effort should be put into persuading landowners that orienteers  are also responsible dog owners who are capable of controlling their pets.",Excellent,"I did not agree with the decision to void a leg on Day 2 when some competitors crossed a clearly marked uncrossable boundary. Some innocent competitors lost positions/points  as a result of this decision. As it has been stated by the officials that it was clear from some competitors splits that they had crossed the boundary, they should have been disqualified along with those who self disqualified.",Not interested in social programme,We enjoyed the quiz,Middle Distance on Day 3 and Day 6 was a nice idea - kind to us aging competitors who are not sufficiently fit to race 6/7 days back to back.,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,comrie croft,car,> 60,16,NA,NA
516,Other UK,2,0,0,0,Easy,campsite,Good,"It was a very nice week, always very friendly people and everything was perfect organised.  I will be back to one of the next 6-days! Scotland is beautyful and lovely! Thanks to all of you!!!",Excellent,I liked it very much. For me I like it  to have difficult this sport.,Not interested in social programme,Please offer also social programm at your next 6-days.,NA,Yes,Good,Excellent,Good,No,NA,NA,NA,car,aberfeldy,car,> 60,2,NA,NA
517,Other UK,2,0,0,0,Very easy,self-catered,Excellent,"Friendly, fun and efficient",Excellent,NA,Excellent,NA,NA,Yes,NA,Excellent,Excellent,No,NA,"suggestion - on each day’s results, show that day’s start block for each competitor. (eg kenny leitch (4) so 56:42). it’s good to see who’s achieved what from different start blocks. can make a big difference but currently difficult to tell...and easy to rectify.   observation - not sure what can be done about it but...m21e had 3 days when competitors went off in their club start block and 3 where start times were a function of world ranking or performance on earlier days. i had 2 m21e sons whose club/so start blocks for their 3 pre-determined were 1-3, but would have been 4-6 if they’d entered as euoc. certainly made a difference...understand that this is tricky to deal with. suggestion above at least makes that clear in each day’s results.",NA,car,comrie,car,> 60,2,NA,NA
518,Other UK,1,3,0,0,Very easy,self-catered,Excellent,We are very impressed about the way that this event is organised. First class courses and maps and very easy to access and leave each day arena. Excellent daily information on the 6-day web site. The traders are great and this is the only this sport completion that I can order a real espresso - something I gladly share with my Swedish orienteering friends. We speak very highly about the Scottish 6-days to all people!,Good,NA,Not interested in social programme,NA,This was a great change to the program making it less physically demanding but at the same time more technically challenging.,Yes,Good,Good,Excellent,No,NA,NA,NA,car,crieff and pitlochry,car,> 60,4,NA,NA
519,Other UK,3,0,1,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Good,NA,NA,Yes,Good,Excellent,Excellent,Yes,Excellent,NA,NA,car,crieff,car,41-60,4,NA,NA
520,Other UK,2,6,2,0,Very easy,self-catered,Excellent,We need same water when we are ending the race.,Excellent,NA,Not interested in social programme,NA,We like a rest day,Yes,Good,Average,Average,Yes,Average,NA,NA,car,birnam,car,21-40,7,NA,NA
521,Other Europe,2,0,0,1,Average,self-catered,Good,Would prefer having a printed version of the daily news available.,Good,NA,Average,I didn't attend any of the social events this year.,I wouldn't object to having one or two middle distance events,No,Good,Average,Average,No,NA,NA,edinburgh,air,comrie,car,41-60,3,-3.27825999,55.91119003
522,Scotland,1,0,1,0,Very easy,with friends,Excellent,No need for the 18 mile diversion for Day 5!,Excellent,NA,Not interested in social programme,NA,NA,Yes,Average,Excellent,Excellent,Yes,Excellent,NA,highland,car,perth,car,> 60,3,-4.66091013,57.586689
523,Other UK,1,0,0,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,"In general, I prefer long distance, but for example Dundurn was excellent.",Yes,Good,Excellent,Excellent,Yes,Excellent,NA,NA,car,perth,car,> 60,1,NA,NA
524,Other UK,2,0,2,0,Very easy,self-catered,Excellent,Not quite compact enough for me. Sending us north on the last day not good. Deeside got excellent.,Excellent,NA,Excellent,NA,Love the sprint.,Yes,Good,Excellent,Excellent,No,NA,speed of results was great.,NA,car,dunblane,car,41-60,4,NA,NA
525,Rest of the World,8,0,0,0,Easy,self-catered,Good,Event bus service from Comrie camp site excellent every day!,Good,Very enjoyable variety of challenging courses over the six days including white and string courses for the three grandchildren.,Excellent,NA,NA,Yes,Excellent,Good,Good,No,NA,"if possible to use an event campsite specifically for orienteers as in past years, although the choice of comrie croft was a very good replacement. arranging for another bus service each day from camp site to events. providing the same beautiful weather conditions, please.",NA,air,comrie croft,car,> 60,8,NA,NA
526,Scotland,1,0,0,0,Very easy,with friends,Excellent,NA,Excellent,"Tough terrain for 70+ ladies. I entered a Light Green on day 6 and enjoyed the longer time in the forest. I am not as able as I used to be, can no longer run/compete but enjoy the technical challenge. I appreciate the difficulty of planning within the guidelines and keeping shorter courses interesting and technical.",Excellent,NA,Expensive entry for short time in the forest.,Yes,Good,Excellent,Excellent,No,NA,as i was staying with my son and family they did the reading of information/daily news etc.  surveys like your monetary section do not reflect true values as there is no section to enter 'don't knows',NA,car,lochearnhead,car,41-60,1,NA,NA
527,Scotland,3,0,0,0,Very easy,campsite,Excellent,I suspect too few key individuals were doing several key tasks,Excellent,Not keen on the remote finish on Day 2. Enjoyed the middle distance on Day 3. Confused by the control outside the Park at the Sprint event as details said our course stayed in the park. Didn't compete on Days 4 to 6.,Excellent,None,"As stated before, I enjoyed the middle distance event on Day 3, not sure I would go above 3 middle distance events though.",Yes,NA,Good,Excellent,Yes,Excellent,"tried the arena wifi, but failed to get a connection on my mobile.",NA,car,crieff,bus,41-60,3,NA,NA
528,Scotland,4,2,0,0,Easy,own home,Excellent,excellent.  in particular the car parking was very good this year. Many Thanks to all.,Excellent,too may controls in plantation forestry.,Not interested in social programme,Gardens visit was great,NA,Yes,Excellent,Good,Good,Yes,Excellent,"please remember that not everyone has access to wifi.  any important info (especially changes to programme info) must be distributed through several media, including notice boards and printed media in addition to online daily news.  day 4.  take a hard line on cheats.  not carrying through on the decision to ban cheats from competition for a specific length of time showed organisers to be weak. at least they should be excluded from the event.  the excuse that ""i didn't see the purple line"" is not valid.  map reading is part of the event.",east ayrshire,car,lochearnhead,car,41-60,6,-4.29056978,55.49673843
529,Other Europe,2,0,0,1,Easy,self-catered,Good,Thanks for everyone's gard work.,Good,NA,Not interested in social programme,NA,NA,No,Average,Average,Average,No,NA,car parking was excellent each day.  don't make threats over the tannoy about the dire consequences of not owning up to crossing out of bounds and then not carry them out.  out of bounds needs to be really emphasised online and in the event leaflet as disappointingly not all orienteers respect safety issues and landowners wishes.,east ayrshire,air,lochearnhead,car,> 60,3,-4.29056978,55.49673843
530,Other UK,1,1,0,0,Average,hotel/B&B,Good,"In general the organisation was very good, as we've come to expect! Parking - early arrivals should be parked closest to the Arena. Parking marshalls need to be better educated about the difference between campervans (no bigger than cars) and motorhomes (big and heavy, need special treatment). I realise that there are many constraints, but the days with split arenas didn't work so well. (Day 3 was the ideal arrangement.) The club tent transfer was sorely missed.",Good,"I thought Day 4 was too easy technically, but guess it will have suited others. It's good to have variety.",Average,"We didn't go to any of the social events, as we were busy with other things, so can't comment, but the programme sounded much the same as usual.",NA,Yes,NA,Average,Good,No,NA,"didn't look at the livestream during the event as i had no means to watch it (too small on a phone) and have been too busy to spend hours on it afterwards. didn't really understand who it was for - people who weren't there? website information seemed a bit sparse this time. printed programme was sometimes misleading (""flattish"" parking on day 5?) - would have liked fuller details on the website. greatly missed the daily newssheet - had no data at some events so didn't see the online news till afterwards. please don't assume that everyone has internet access! event wifi was very patchy and we gave up on it quite soon. results service was excellent.",edinburgh,car,scone,car,21-40,2,-3.27825999,55.91119003
531,Other UK,12,1,1,0,Very easy,self-catered,Good,NA,Good,NA,Excellent,NA,NA,Yes,Excellent,Good,Good,No,NA,NA,highland,car,comrie,car,41-60,14,-4.66091013,57.586689
532,Other UK,2,1,0,0,Very easy,self-catered,Excellent,Parking being some distance from Assembly can dissuade families with children from future events,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,"on each day on the website there could be much more information about details for the day.  there isn't much space on the programme and if people are looking online, the first place they will logically look is the day on the website. results service was excellent. took a long time to get daily news easily accessible on website. wrt facebook, there could have been more pre-event marketing (months in advance) to encourage entries.",moray,car,"killin for first half, scone (perth) for second half",car,21-40,4,-3.20186996,57.47682953
533,Other UK,6,2,0,0,Easy,campsite,Excellent,Portaloos on event campsite needed emptying more readily.  The cost of camping for a student over 18 was high - no consession.,Excellent,NA,Not interested in social programme,NA,NA,No,Average,Excellent,Excellent,No,NA,NA,NA,car,wigton,car,41-60,7,NA,NA
534,Other UK,2,0,0,0,Easy,campsite,Good,"As usual the organisation was very good in general. However the parking wasn't as good at times (Days 1 and 4 were excellent, Day 2 was poor) for instance. There needs to be proper recognition of the difference between campervans and motorhomes; a rough rule of thumb is a big white vehicle is a motorhome and smaller ones which are non white are campervans. In general motorhomes are heavy and poor in damp fields so are best on hard standing whereas camperw=vans are like large cars such as the big BMW estates. Early arrivals at parking should be near to assembly as they have to go to the starts first; day 5 was the opposite. Split arenas don't work and should be avoided; I know this is difficult but days, 4 and 6 didn't work for the social aspects and the traders probably suffered as well.",Good,"I'll expand this to suitability of area rather than planning which was fine. The only days that were really challemging were days 1 and 3, the rest were too easy (although you could make mistakes). Culteucher and Dron was way too straightforward and didn't provide any challenge (apart from the ability to run quickly) and sadly the same went for my course at Craig a'Barns. This was the day I was most looking forward to as it's always been a challenge in the past. This time I had 3 controls in the trees ans then the rest of the course was trivial controls in the open; what a disappointment. Day 3 was the best; a great assembly and challenging this sport with well-planned courses.",Good,NA,I wouldn't want the event to be constrained to 2 middle but I like middle as there is more this sport to running. I didn't like split arenas or remote finishes. Why not include a sprint for a change and then have a proper restday?,No,Very poor,Average,Good,No,NA,the website wasn't as informative this year and the absence of the daily news sheet a pity as a loot of information seemed to difficult to find. it shouldn't be assumed that you can access everything electronically during the week. we had good data and wi-fi at our campsite abd most of the arenas but day 2 was in a dead spot so the results service didn't work. a club tent transfer service between arenas would be a good addition for people. the elite start times were posted too late on and should be quite quick to do. i understand why the tracking was done as we need to practice for woc 2022 but honestly who was it and the livestream for? the normal commentators are great and the livestream that i have seen after the event isn't brilliantly edited and is jumpy.,edinburgh,car,scone,car,> 60,2,-3.27825999,55.91119003
535,Other UK,2,0,0,0,Very easy,hotel/B&B,Excellent,.,Excellent,Few of the arenas were contrived... Should have just been remote finishes,Excellent,NA,NA,Yes,NA,Excellent,Excellent,Yes,Good,NA,NA,car,killin,car,21-40,2,NA,NA
536,Scotland,2,0,0,0,Very easy,own home,Excellent,Assembly area positioned on hills a challenge with young children,Excellent,Brilliant !!!!,Excellent,NA,Less of the long easy this sport races. The more technical the better for each day.,Yes,Good,Excellent,Excellent,Yes,Good,NA,NA,car,crief,car,41-60,2,NA,NA
537,Scotland,2,1,0,0,Easy,campsite,Good,NA,Good,NA,Good,NA,NA,Yes,Good,Excellent,Good,No,NA,NA,perth and kinross,car,crieff.,car,> 60,4,-3.88479996,56.57529068
538,Other UK,2,1,0,0,Easy,campsite,Excellent,NA,Excellent,"Generally good, however course 30 on day 4 missed out on one of the best forests in the UK instead running around the moor!",Not interested in social programme,NA,NA,Yes,Excellent,Good,Average,Yes,Excellent,NA,NA,car,luncarty,bus,21-40,3,NA,NA
539,Other Europe,2,0,0,0,Very easy,self-catered,Excellent,The very steep climb to the green start on day 4 could have been made more clear (120m over 1.8km does not necessarily mean it is steep and needs extra time to get there!),Average,NA,Good,NA,my children (W14A & W12A) enjoyed the sprints on the rest day1,Yes,NA,Average,Good,Yes,Average,"loved the quiet camping area - apparently this was better than usual. i'd only want to camp in such a good quiet area in the future, not interested in noisy camp field!",NA,car,comrie croft campsite,bus,< 21,2,NA,NA
540,Other Europe,2,0,0,0,Very easy,self-catered,Excellent,"I particularly liked the campsite chosen, and great that we could cycle to most events we entered from there ( this was a big factor for us.) The registration seemed better than other years.",Average,Disappointed that so much of Criag a Barns was in open - 1 member of group,Average,Pity there wasn't more at the event campsite as at previous years. and no room at campsite to see results etc.,Make sure all events are close to campsite to cycle to please. Great that trail-o was included.,No,Good,Excellent,Average,Yes,Good,difficult if you don't have access to internet when camping. wasn't aware there was any daily news - this used to be given out at events.  liked the campsite facilities this year. cycling to each day from campsite please.,NA,car,comrie,car,41-60,2,NA,NA
541,Other UK,1,1,1,0,Easy,campsite,Good,NA,Poor,I found some days were too hard this year,Average,NA,NA,Yes,Average,Good,Excellent,No,NA,NA,NA,car,crieff,car,41-60,3,NA,NA
542,Other UK,2,0,0,0,Very easy,hotel/B&B,Excellent,NA,Excellent,"Craig a Barns was well planned considering how difficult it can be. On day 2 I thought it was a bit provocative to have such an inviting leg across the 'forbidden river'.  Isn't it more usual to have an obvious control guiding runners to the crossing point if it's that important.  Because of the voided leg, my time went down from Championship to Gold.  That was a disappointment.",Not interested in social programme,NA,I quite liked the two shorter races - 6 all long makes for an exhausting wee.,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,skelmersdale,car,> 60,2,NA,NA
543,Other UK,2,1,1,0,Very easy,self-catered,Excellent,NA,Excellent,"Only planning issue I am aware of is that the white, yellow and orange courses were too hard on Day 1.",Good,NA,"One or two middle distance events is okay, but at least four of the days should be classic distance.",Yes,NA,Excellent,Excellent,No,NA,"both the live stream and the gps tracking were excellent innovations this year, and both significantly enhanced our enjoyment of the event.  i regret the demise of the hard copy daily newsheet. without it, it isn't possible to be sure that everyone has seen any last minute information. we certainly didn't read the online updates before all six of the races ...",east dunbartonshire,car,"tibbermore, near perth",car,41-60,3,-4.22417021,55.9582901
544,Scotland,2,0,0,0,Very easy,campsite,Good,NA,Excellent,Some dead running on day 4,Good,NA,NA,Yes,NA,Good,Average,Yes,Average,NA,NA,air,perth,car,21-40,2,NA,NA
545,Other UK,5,1,3,0,Very easy,self-catered,Good,NA,Average,NA,Not interested in social programme,NA,NA,Yes,Good,Average,Average,No,NA,NA,east dunbartonshire,car,dunblane,car,41-60,10,-4.22417021,55.9582901
546,Other UK,6,0,6,5,Easy,campsite,Good,"Really really good. I don't like loudspeakers, but that's personal.",Average,"Bit tough on Old Ladies (I'm W75) BUT if we want it planned for Old Ladies, an Old Lady needs to do the planning and there aren't many of us still active enough to do it (only Carol McNeill, I guess). And Not Every Old Lady will agree with me. Depends how Old is Old. Don't let the tail wag to dog either - go for the majority. We'll have to give up some time. BUT days 5 & 6 were much more suitable for me. Not as rough. Thoroughly enjoyed the week though. And feeling a lot fitter than when I came.",Not interested in social programme,NA,"Fine.  Ref LIvestream - I've had to tick a box, because it is mandatory. It shouldn't be, as I was unaware of it happening and the NO answer should have shut off the choices.",Yes,NA,Good,Good,No,NA,"thanks very much for a smashing week - much enjoyed. not sure how much unnecessary work dave nicol went to, when he asked for non-scottish orienteers to contact him to offer to help. i suspect quite a lot. is it worth cutting out the middleman? might it be better to ask volunteers to directly contact the day organiser of their choice? or has this been unsatisfactory in the past? didn't surplus helpers get passed on to another group?  i don't know - i just think it would be worth highlighting as an issue. ask dave nicol!!!! we helped. we always do.",NA,car,dunblane,car,> 60,8,NA,NA
547,Other UK,6,1,0,0,Average,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,Yes,Good,NA,NA,car,comrie,car,> 60,7,NA,NA
548,Other UK,2,0,0,0,Very easy,self-catered,Excellent,NA,Excellent,Fantastic courses - I think the issue of day 2 could have been avoided but it was handled very well,Excellent,Only went to the ceilidh but was a fantastic night,NA,Yes,NA,Excellent,Excellent,No,NA,NA,highland,car,crieff,car,21-40,2,-4.66091013,57.586689
549,Other UK,3,0,0,0,Very easy,self-catered,Excellent,Congratulations for making it work,Excellent,"The Day 2 OOB river crossing was a problem. Always wise after the event but various things might have helped eg line in control descriptions reading 'you MUST use a marked crossing point.' Course 15 almost invited trangression - v short leg hugely extended with unexciting dead running/walking Day 4, course 15, included a loop through the wood with a severe climb near the end with little to no route choice and didn't seem to have a purpose.  Walks to starts were pretty challenging for older competitors (planning/organising?)",Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,No,NA,thank you so much to everyone involved in putting on this event. family (4 adults) really enjoyed the week. we know how much effort goes into every aspect and are very grateful. again thank you. one point worth making - we are aware of the costs involved in putting on the week but the entry fees did influence our entries. the two older members of the party (pensioners) chose to enter green. same tech. challenge at a much reduced entry fee. which over 6 days for 2 people was quite a saving and welcome to those on a limited income. don't know if anyone (this sport in general) has ever done a survey on cost per km!!,NA,car,lochearnhead,car,> 60,3,NA,NA
550,Other UK,4,0,0,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,Yes,Good,NA,NA,air,gleneagles,car,21-40,4,NA,NA
551,Other UK,4,0,0,0,Easy,campsite,Excellent,NA,Good,NA,Good,NA,NA,Yes,Average,Good,Good,No,NA,NA,NA,car,perth,bus,> 60,4,NA,NA
552,Other UK,2,0,0,0,Very easy,hotel/B&B,Excellent,No dogs on the Thursday meant 1 person had to cancel her run and impacted her high finish in class,Excellent,In general very good. A couple of days (M50) had sections that were clearly there just to add distance and technically easy but just being picky!,Not interested in social programme,Ran the sprint which was very good other than the details that said the course did not include the area outside the park which it clearly did with controls hung on the edge of the road outside the park - this impacted many peoples runs,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,comrie,car,21-40,2,NA,NA
553,Other UK,2,1,0,1,Difficult,self-catered,Excellent,parking worked like clockwork and unlike previous years no delays or problems,Good,all planning fine and dandy,Excellent,NA,NA,Yes,NA,Excellent,Good,No,NA,"do not mess about with the results, i lost 4 places when the day 2 results were contrived and overall i missed out on my podium place because of this. ( which orienteer is so powerful/influential as to force the unwarranted voiding )",NA,train,loch tay lodges,car,> 60,3,NA,NA
554,Other UK,2,0,0,0,Easy,campsite,Average,NA,Average,The controversial river crossing was a mistake. Otherwise lovely courses.,Excellent,NA,NA,Yes,Good,Excellent,Average,No,NA,NA,NA,car,st fillans,bus,41-60,2,NA,NA
555,Other UK,1,1,0,0,Very easy,campsite,Excellent,NA,Good,NA,Not interested in social programme,We didn’t attend any events this year due to logistics of getting to Ceilidh on public transport. Perhaps more child friendly social events would be good.,NA,Yes,Good,Excellent,Excellent,Yes,Good,online results for day 6 could be better. winsplits not working and no championship/gold/silver times given.,moray,car,crieff,car,41-60,2,-3.20186996,57.47682953
556,Other UK,1,1,0,0,Very easy,self-catered,Excellent,Lack of daily news sheet - not everyone has access to the internet during the event.,Poor,Far too physical for seniors. Little or no thought seemed to have been given to those with less than perfect physical abilities.,Excellent,NA,Changes to map scale between days was not ideal.,No,Average,Good,Excellent,No,NA,while many people do have mobile internet access .... this does not apply to everyone!  highly unlikely to return after all these years - the 6 days appears to be targetted at the super-fit elite and those chasing ukol points - that is your choice of course but i think that you will lose a lot more entries in future.,NA,car,amulree,car,> 60,2,NA,NA
557,Other UK,3,1,0,0,Easy,self-catered,Excellent,NA,Excellent,NA,Excellent,NA,NA,No,Average,Good,Good,Yes,Good,NA,NA,car,killin,car,21-40,4,NA,NA
558,Other UK,2,0,2,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,"live results really enhance the event. route gadget, winsplits and splitsbrowser speed of availability was impressive.  the contrast with the jk results was marked...…..",NA,bus,killin,car,41-60,4,NA,NA
559,Scotland,3,0,3,0,Average,with friends,Excellent,NA,Good,I was not keen on the deep marshes.,Excellent,NA,NA,Yes,Excellent,Excellent,Good,Yes,Good,please can we revert to a printed newsletter?,NA,car,calender,car,> 60,6,NA,NA
560,Other UK,2,0,3,0,Very easy,self-catered,Excellent,Good job,Excellent,Fun and challenging,Not interested in social programme,NA,NA,Yes,Excellent,Excellent,Excellent,Yes,Excellent,NA,scottish borders,car,crieff,car,21-40,5,-2.85865998,55.52593994
561,Other UK,3,0,1,0,Very easy,campsite,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,No,NA,NA,NA,car,comrie,car,41-60,4,NA,NA
562,Other UK,2,6,0,0,Very easy,campsite,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,didn't go,car,> 60,4,NA,NA
563,Scotland,3,0,2,0,Very easy,with friends,Good,NA,Good,NA,Good,NA,NA,No,Very poor,Average,Average,Yes,Excellent,NA,NA,car,dunkeld,car,21-40,5,NA,NA
564,Other UK,2,0,0,0,Average,campsite,Good,NA,Good,Controls in a straight line and dog legs are not recommended and my courses had a few. Also sending us up a hill and down again for not much navigation is not useful and wasteful of effort. Some days were good but others needed more review by a good controller.,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,Yes,Excellent,"the programme was too detailed and hard to read in fact the overall map was hardly readable at all.  it needs to be twice as big, possibly on two pieces of a4.",NA,car,dunning,car,41-60,2,NA,NA
565,Other UK,2,0,1,1,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,No,Average,Excellent,Excellent,No,NA,NA,NA,car,callandar,car,< 21,3,NA,NA
566,Other Europe,3,1,0,0,Easy,self-catered,Good,NA,Good,NA,Average,NA,NA,Yes,NA,Good,Good,No,NA,regarding the last question about checking results: i haven't looked at the results at all but there was no option for this.,midlothian,car,crieff,car,> 60,5,-3.1173799,55.82110977
567,Scotland,1,1,0,0,Very easy,hotel/B&B,Good,Event Campsite was nowhere near as well organised as Ballatar 2017.,Good,"Day 1 W12a and W14A courses had TD4/5 controls, based on the terrible time many jnrs had we had to drop both girls to B courses, so they didn't refuse to go out. Day 2 was then quite easy. Inconsistent difficulty level left us in a dillema. Considering the planners are supposed to be the best in the country, they should be able to cater for all classes with consistency. Adult courses were good in the majority, with only 1 or 2 instances of putting us through bad areas of windblow etc.",Not interested in social programme,NA,NA,Yes,Good,Good,Average,No,NA,parent split start really didn't work well. we ended up paying to change times for most days.,highland,car,"comrie, aberfeldy",car,> 60,2,-4.66091013,57.586689
568,Other Europe,2,0,0,1,Easy,self-catered,Excellent,NA,Excellent,NA,Good,NA,NA,Yes,Excellent,Good,Excellent,No,NA,NA,NA,car,killin and dunkeld,car,> 60,3,NA,NA
569,Other UK,2,0,0,0,Easy,campsite,Excellent,very good car parking,Excellent,river crossing could have been dealt with better,Excellent,NA,NA,No,Good,Average,Excellent,No,NA,NA,NA,car,killin,cycle,21-40,2,NA,NA
570,Scotland,2,0,0,0,Very easy,own home,Excellent,"Thank you,  it was great.",Excellent,Water to drink  at the finish would be great.,Very poor,NA,NA,Yes,NA,Excellent,Very poor,No,NA,NA,NA,car,glendevon,car,21-40,2,NA,NA
571,Scotland,3,0,1,0,Very easy,campsite,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,Good,Excellent,Excellent,Yes,Excellent,NA,NA,car,callander,car,41-60,4,NA,NA
572,Other UK,1,2,0,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,Good,Excellent,Average,Yes,Good,tried to but was unable to access the arena wifi on any of the days,NA,car,perth,car,41-60,2,NA,NA
573,Other UK,2,0,2,0,Very easy,campsite,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,Yes,Good,"start lists were difficult to navigate to in the days leading up to and during the event. when published these should be relayed in an email (e.g. link to the start lists website), as everyone has to find out their start times, and should be clearly visible on the home page of the website.",edinburgh,car,strathyre,bus,41-60,4,-3.27825999,55.91119003
574,Other UK,2,0,0,0,Very easy,campsite,Good,My only niggle was that the dangerous road to the start on Day 2 needed marshalls or traffic calming (in addition to the military police) to deal with the heavy 2 way pedestrian traffic on a very narrow pavement. It would have been very easy for a tragedy to have occurred.,Good,Too many barbed wire fences,Not interested in social programme,Only went to the Ceilidh which was outstanding. Quiz night sold out early on.,NA,Yes,NA,Excellent,Average,No,NA,NA,NA,car,"crieff, dunkeld",car,> 60,2,NA,NA
575,Scotland,1,1,0,2,Very easy,campsite,Good,Fabian 4 is more difficult to use than SI entries for entering people at different addresses and multiple days. It is also less suited to entering on a tablet,Good,NA,Not interested in social programme,NA,Having middle races on days 3 and 6 means they both fall in roughly the same start block(late for us),No,Very poor,Good,Excellent,No,NA,felt cables for the live streaming were a hazard in the forest online daily news contained less information than printed version,NA,car,st fillans,car,> 60,2,NA,NA
576,Other UK,1,0,0,0,Very easy,campsite,Excellent,NA,Excellent,NA,Good,NA,NA,Yes,Good,Excellent,Excellent,Yes,Average,NA,NA,car,crieff,car,41-60,1,NA,NA
577,Other UK,5,0,0,0,Very easy,self-catered,Good,NA,Good,NA,Good,NA,NA,Yes,Good,Good,Excellent,No,NA,NA,NA,car,killin,car,> 60,5,NA,NA
578,Other UK,3,1,2,0,Very easy,self-catered,Excellent,NA,Excellent,"Only one or two route choice legs per course, could have a few more route choices. But otherwise I really enjoyed the terrain and courses!",Excellent,NA,NA,Yes,Excellent,Excellent,Excellent,Yes,Good,NA,NA,boat,crieff,car,41-60,7,NA,NA
579,Other UK,2,0,0,0,Very easy,campsite,Good,slick as ever,Good,Thought courses seemed overly tough this year for older age class,Average,NA,seemed unfortunate to move further north for last 2 events (may of been of necessity re land permissions or whatever) when the vast majority of people would then be having to go south to return home.  Felt the northern events could've been earlier days,Yes,NA,Good,Excellent,No,NA,NA,NA,car,near crieff,car,41-60,2,NA,NA
